Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Testcase Result),Custom field (Text Level),Custom field (Text Steps),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
EA24 - Verify email field - Enter email without @ character,N2-29,10264,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 10:07 AM,05/Jan/23 2:53 PM,05/Jan/23 2:52 PM,05/Jan/23 10:13 AM,,0,EditAccount,,"If you enter an email without the @ character, you will see an error message

test data:'

thientrile

'",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:Vui lòng ""@"" trong địa chỉ email, ""thientrile"" thiếu một ""@""'",,,,,,,,,,N2-3,Edit account,,,"show an error:'Vui lòng ""@"" trong địa chỉ email, ""thientrile"" thiếu một ""@""'",,,,,0|i001lz:,,,,,,,,,,Pass,Unit,"1)Enter email without @ character
2)Click button('gửi mã xác nhận')",,,Done
IPF01 - Register an account - Phone number when registering,N2-28,10263,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,Công Vũ,62999f181648f2006963b487,Công Vũ,62999f181648f2006963b487,Công Vũ,62999f181648f2006963b487,05/Jan/23 10:06 AM,05/Jan/23 10:14 AM,05/Jan/23 10:09 AM,,,0,RegisterAnAccount,,h2. You have to enter information to register,,Công Vũ,62999f181648f2006963b487,,,,,,,,,,,,,,,,,,,,,,,"show an error""Vui lòng nhập đúng với định dạng được yêu cầu""",,,,,0|i001lr:,,N2 Sprint 1,,,,,,,,Pass,Integration,"1)	you need to enter phone number
2)	phone number consists of 10 characters
",,,To Do
EA23 -  Password field-Password length should not exceed 32 characters,N2-27,10262,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:49 AM,05/Jan/23 2:52 PM,05/Jan/23 2:51 PM,,,0,EditAccount,,"if the password length is more than 32 characters, an error message is displayed

test data:”

123214646798a!dfsfsfsfsfsfsfffffffffffffffffffffffffffffffffffffffffffffffffsffffffffffffffffffffffffffflllllllllllllllllllllllllllllllllllllllllllll

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""Độ dài mật khẩu không quá 32 ký tự""",,,,,,,,,,N2-3,Edit account,,,"show an error:""Độ dài mật khẩu không quá 32 ký tự""",,,,,0|i001lj:,,,,,,,,,,Fail,Unit,"1)enter password field more than 32 characters
2)click button('Đăng ký')",,,To Do
AL22 - Verify password - enter the password field with at least one number,N2-26,10261,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:47 AM,05/Jan/23 2:51 PM,05/Jan/23 2:51 PM,,,0,AccountLogin,,"If the password entered does not contain any special characters, an error message will be displayed

test data:”

123214646798a

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""vui lòng nhập mật khẩu có ít nhất một số",,,,,,,,,,N2-2,Account login,,,"show an error:""vui lòng nhập mật khẩu có ít nhất một số""",,,,,0|i001lb:,,,,,,,,,,Fail,Unit,"1)enter the password field with at least one number
2)click button('xác nhận thay đổi'')",,,To Do
AL21 - Verify password - Imported imports must contain at least one special character,N2-25,10260,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:46 AM,05/Jan/23 2:51 PM,05/Jan/23 2:48 PM,,,0,AccountLogin,,"If the password entered does not contain any special characters, an error message will be displayed

test data:”

123214646798a

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""vui lòng nhập mật khẩu có ít nhất một ký tự đặc biệt""",,,,,,,,,,N2-2,Account login,,,"show an error:""vui lòng nhập mật khẩu có ít nhất một ký tự đặc biệt""",,,,,0|i001l3:,,,,,,,,,,Fail,Unit,"1)enter the password field with at least one special character
2)click button('Đăng ký')",,,To Do
AL20 - Verify password- Password must have at least one character,N2-24,10259,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:44 AM,05/Jan/23 2:48 PM,05/Jan/23 2:48 PM,,,0,AccountLogin,,"If the password entered has no characters, an error message will be displayed

test data:”

123214646798

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""vui lòng nhập mật khẩu có ít nhất một ký tự""",,,,,,,,,,N2-2,Account login,,,"show an error:""vui lòng nhập mật khẩu có ít nhất một ký tự""",,,,,0|i001kv:,,,,,,,,,,Fail,Unit,"1)enter the password field without any characters
2)click button('Đăng ký')",,,To Do
AL19 - Verify password-must be at least 8 characters long,N2-23,10258,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:42 AM,05/Jan/23 2:47 PM,05/Jan/23 2:47 PM,,,0,AccountLogin,,"If the length is less than 8 characters, an error message will be displayed

test data:”1”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""""vui lòng nhập mật khẩu với độ dài ít nhất 8 ký tự",,,,,,,,,,N2-2,Account login,,,"show an error:""vui lòng nhập mật khẩu với độ dài ít nhất 8 ký tự""",,,,,0|i001kn:,,,,,,,,,,Fail,Unit,"1)enter a password field with a length of less than 8 characters
2)click button('Xác nhận thay đổi')",,,To Do
AL18 - Verify phone number-The phone number entered is only 10 characters long,N2-22,10257,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:40 AM,05/Jan/23 2:47 PM,05/Jan/23 2:47 PM,05/Jan/23 9:41 AM,,0,AccountLogin,,"If the phone number entered is more than 10 characters long, it will report an error

test data:”

0919618654135

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,,,,,,N2-2,Account login,,,show error message: 'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,0|i001kf:,,,,,,,,,,Pass,Unit,"1)enter the phone number field with a length of more than 10 characters
2)click button('Đăng ký')",,,Done
AL17 - Verify phone number-Check phone number format-enter with a leading space,N2-21,10256,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:39 AM,05/Jan/23 2:43 PM,05/Jan/23 2:43 PM,05/Jan/23 9:39 AM,,0,AccountLogin,,"Entering special characters in the phone number field will display an error message

test data:”

    0919618654

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,,,,,,N2-2,Account login,,,show error message: 'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,0|i001k7:,,,,,,,,,,Pass,Unit,"1)Enter with a leading spacein the phone number field
2)click button('Đăng ký')",,,Done
AL16- Verify phone number field-input special characters,N2-20,10255,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:37 AM,05/Jan/23 2:12 PM,05/Jan/23 1:55 PM,05/Jan/23 9:38 AM,,0,AccountLogin,,"Entering special characters in the phone number field will display an error message

test data:”

\!@#@\!$@$

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,,,,,,N2-2,Account login,,,show error message: 'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,0|i001jz:,,,,,,,,,,Pass,Unit,"1)Enter special characters in the phone number field
2)click button('Đăng ký')",,,Done
AL15- Verify phone number field-input characters,N2-19,10254,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:35 AM,05/Jan/23 2:12 PM,05/Jan/23 1:53 PM,05/Jan/23 9:37 AM,,0,AccountLogin,,"Entering characters in the phone number field shows an error message

test data:”

dfsfsfsfsf

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,An error message was displayed:'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,,,,,,N2-2,Account login,,,"show error message:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,0|i001jr:,,,,,,,,,,Pass,Unit,"1)enter characters in the phone number field,
2)click button ('đăng ký')",,,Done
RA14-Verification code-Invalid verification code,N2-18,10253,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:31 AM,05/Jan/23 2:11 PM,05/Jan/23 1:51 PM,05/Jan/23 9:33 AM,,0,RegisterAnAccount,,"Iif you enter an invalid verification code,an error message will be displayed

test data:”

13132323132313132131321

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""mã xác nhận không hợp lệ""",,,,,,,,,,N2-1,Register an account,,,"show an error""mã xác nhận không hợp lệ""",,,,,0|i001jj:,,,,,,,,,,Pass,Unit,"1)enter the confirmation code field invalid confirmation code
2)click button('Xác nhận"")",,,Done
RA13-Verification code-enter the special characters,N2-17,10252,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:27 AM,05/Jan/23 2:11 PM,05/Jan/23 1:49 PM,05/Jan/23 9:29 AM,,0,RegisterAnAccount,,"If you enter a character in the verification code field, an error message will be displayed

test data:”

dfsfs

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Vui lòng nhập đúng với định dạng được yêu cầu""",,,,,,,,,,N2-1,Register an account,,,"show an error""Vui lòng nhập đúng với định dạng được yêu cầu""",,,,,0|i001jb:,,N2 Sprint 1,,,,,,,,Pass,Unit,"1)enter the confirmation code field in the special characters
2)click button('Xác nhận"")",,,Done
RA12-Verification code-enter the character,N2-16,10251,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:26 AM,05/Jan/23 2:09 PM,05/Jan/23 1:49 PM,05/Jan/23 9:26 AM,,0,RegisterAnAccount,,"If you enter a character in the verification code field, an error message will be displayed

test data:”

dfsfs

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Vui lòng nhập đúng với định dạng được yêu cầu""",,,,,,,,,,N2-1,Register an account,,,"show an error""Vui lòng nhập đúng với định dạng được yêu cầu""",,,,,0|i001j3:,,N2 Sprint 1,,,,,,,,Pass,Unit,"1)enter the confirmation code field in the character
2)click button('Xác nhận"")",,,Done
RA11-Verify Password field-Password length should not exceed 32 characters,N2-15,10250,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:16 AM,05/Jan/23 2:10 PM,05/Jan/23 1:48 PM,,,0,RegisterAnAccount,,"if the password length is more than 32 characters, an error message is displayed

test data:”

123214646798a!dfsfsfsfsfsfsfffffffffffffffffffffffffffffffffffffffffffffffffsffffffffffffffffffffffffffflllllllllllllllllllllllllllllllllllllllllllll

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""Độ dài mật khẩu không quá 32 ký tự""",,,,,,,,,,N2-1,Register an account,,,"show an error:""Độ dài mật khẩu không quá 32 ký tự""",,,,,0|i001iv:,,,,,,,,,,Fail,Unit,"1)enter password field more than 32 characters
2)click button('Đăng ký')",,,To Do
RA10-Verify password field-enter the password field with at least one number,N2-14,10249,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:13 AM,05/Jan/23 2:08 PM,05/Jan/23 1:56 PM,,,0,RegisterAnAccount,,"If the password entered does not contain any special characters, an error message will be displayed

test data:”

123214646798a

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""vui lòng nhập mật khẩu có ít nhất một số",,,,,,,,,,N2-1,Register an account,,,"show an error:""vui lòng nhập mật khẩu có ít nhất một số""",,,,,0|i001in:,,,,,,,,,,Fail,Unit,"1)enter the password field with at least one number
2)click button('Đăng ký')",,,To Do
RA09-Verify Password field-Imported imports must contain at least one special character,N2-13,10248,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:07 AM,05/Jan/23 2:10 PM,05/Jan/23 1:48 PM,,,0,RegisterAnAccount,,"If the password entered does not contain any special characters, an error message will be displayed

test data:”

123214646798a

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""vui lòng nhập mật khẩu có ít nhất một ký tự đặc biệt""",,,,,,,,,,N2-1,Register an account,,,"show an error:""vui lòng nhập mật khẩu có ít nhất một ký tự đặc biệt""",,,,,0|i001if:,,,,,,,,,,Fail,Unit,"1)enter the password field with at least one special character
2)click button('Đăng ký')",,,To Do
RA08-Verify password field-Password must have at least one character,N2-12,10247,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:03 AM,05/Jan/23 2:10 PM,05/Jan/23 1:48 PM,,,0,RegisterAnAccount,,"If the password entered has no characters, an error message will be displayed

test data:”

123214646798

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""vui lòng nhập mật khẩu có ít nhất một ký tự""",,,,,,,,,,N2-1,Register an account,,,"show an error:""vui lòng nhập mật khẩu có ít nhất một ký tự""",,,,,0|i001i7:,,,,,,,,,,Fail,Unit,"1)enter the password field without any characters
2)click button('Đăng ký')",,,To Do
RA07-Verify password field-must be at least 8 characters long,N2-11,10246,Bug,Open,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 9:02 AM,05/Jan/23 2:10 PM,05/Jan/23 1:47 PM,,,0,RegisterAnAccount,,"If the length is less than 8 characters, an error message will be displayed

test data:”1”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"no error message is displayed:""""vui lòng nhập mật khẩu với độ dài ít nhất 8 ký tự",,,,,,,,,,N2-1,Register an account,,,"show an error:""vui lòng nhập mật khẩu với độ dài ít nhất 8 ký tự""",,,,,0|i001hz:,,N2 Sprint 1,,,,,,,,Fail,Unit,"1)enter a password field with a length of less than 8 characters
2)click button('Đăng ký')",,,To Do
RA06-Verify email field-Enter invalid email address,N2-10,10245,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:57 AM,05/Jan/23 2:05 PM,05/Jan/23 1:43 PM,05/Jan/23 8:57 AM,,0,RegisterAnAccount,,"Enter invalid email address error message,

test data:

“

thientrile@t

“",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Vui lòng nhập đúng định dạng email""",,,,,,,,,,N2-1,Register an account,,,"show error message:""Vui lòng nhập đúng định dạng email""",,,,,0|i001hr:,,N2 Sprint 1,,,,,,,,Pass,Unit,"1)Enter the missing email address
2)click button('đăng ký')",,,Done
RA05-Verify email field-Enter email without @ character,N2-9,10244,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:50 AM,05/Jan/23 2:04 PM,05/Jan/23 1:47 PM,05/Jan/23 8:50 AM,,0,RegisterAnAccount,,"If you enter an email without the @ character, you will see an error message

test data:'

thientrile

'",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:Vui lòng ""@"" trong địa chỉ email, ""thientrile"" thiếu một ""@""'",,,,,,,,,,N2-1,Register an account,,,"show an error:'Vui lòng ""@"" trong địa chỉ email, ""thientrile"" thiếu một ""@""'",,,,,0|i001hj:,,N2 Sprint 1,,,,,,,,Pass,Unit,"1)Enter email without @ character
2)Click button('Đăng ký')",,,Done
RA04- Verify phone number-The phone number entered is only 10 characters long,N2-8,10243,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:39 AM,05/Jan/23 2:04 PM,05/Jan/23 1:47 PM,05/Jan/23 8:42 AM,,0,RegisterAnAccount,,"If the phone number entered is more than 10 characters long, it will report an error

test data:”

0919618654135

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,,,,,,N2-1,Register an account,,,show error message: 'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,0|i001hb:,,,,,,,,,,Pass,Unit,"1)enter the phone number field with a length of more than 10 characters
2)click button('Đăng ký')",,,Done
RA03- Verify phone number-enter with a leading space,N2-7,10242,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:36 AM,05/Jan/23 2:07 PM,05/Jan/23 1:46 PM,05/Jan/23 8:38 AM,,0,RegisterAnAccount,,"Entering special characters in the phone number field will display an error message

test data:”

    0919618654

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,,,,,,N2-1,Register an account,,,show error message: 'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,0|i001h3:,,N2 Sprint 1,,,,,,,,Pass,Unit,"1)Enter with a leading spacein the phone number field
2)click button('Đăng ký')",,,Done
RA02- Verify phone number-input special characters,N2-6,10241,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:21 AM,05/Jan/23 2:07 PM,05/Jan/23 1:45 PM,05/Jan/23 8:36 AM,,0,RegisterAnAccount,,"Entering special characters in the phone number field will display an error message

test data:”

\!@#@\!$@$

”",,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,"An error message was displayed:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,,,,,,N2-1,Register an account,,,show error message: 'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,0|i001gv:,,N2 Sprint 1,,,,,,,,Pass,Unit,"1)Enter special characters in the phone number field
2)click button('Đăng ký')",,,Done
RA01- Verify phone number-input characters,N2-5,10240,Story,Done,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,Done,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,Công Vũ,62999f181648f2006963b487,05/Jan/23 8:17 AM,05/Jan/23 2:07 PM,22/Mar/23 1:06 PM,05/Jan/23 8:32 AM,,0,RegisterAnAccount,,"Entering characters in the phone number field shows an error message

test data:”

dfsfsfsfsf

”",,Công Vũ,62999f181648f2006963b487,,,,,,,,,An error message was displayed:'Nhập đúng số di động của bạn. ví dụ: 0987654321',,,,,,,,,,N2-1,Register an account,,,"show error message:""Nhập đúng số di động của bạn. ví dụ: 0987654321""",,,,,0|i001gn:,,BN Sprint 1,,,,,,,,Pass,Unit,"1)enter characters in the phone number field,
2)click button ('đăng ký')",,,Done
Payment,N2-4,10239,Epic,To Do,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:17 AM,05/Jan/23 3:08 PM,05/Jan/23 3:08 PM,,,0,,,,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,,,,,,,,,,ghx-label-7,,,Payment,To Do,,,purple,,,0|i001gf:,,,,,,,,,,,,,,,To Do
Edit account,N2-3,10238,Epic,To Do,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:16 AM,05/Jan/23 3:08 PM,05/Jan/23 3:08 PM,,,0,,,,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,,,,,,,,,,ghx-label-7,,,Edit account,To Do,,,purple,,,0|i001g7:,,,,,,,,,,,,,,,To Do
Account login,N2-2,10237,Epic,To Do,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:05 AM,05/Jan/23 3:08 PM,05/Jan/23 3:08 PM,,,0,,,,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,,,,,,,,,,ghx-label-7,,,Account login,To Do,,,purple,,,0|i001fz:,,,,,,,,,,,,,,,To Do
Register an account,N2-1,10236,Epic,To Do,N2,N2_CD21CT2,software,Thiện Phạm,62995eea1648f20069638f9a,,Medium,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,05/Jan/23 8:05 AM,05/Jan/23 3:09 PM,05/Jan/23 3:09 PM,,,0,,,,,LÊ THIÊN TRÍ,62995c319c88e7006fb6e9dd,,,,,,,,,,,,,,,,,,ghx-label-7,,,Register an account,To Do,,,purple,,,0|i001fr:,,,,,,,,,,,,,,,To Do
